Column 1,item_id,stem,option_a,fb_a,option_b,fb_b,option_c,fb_c,option_d,fb_d,correct,rationale,rationale_img,subject,topic,difficulty,marks,instant_id,timed_id
,GP-S5-72,A new nurse inadvertently administers the wrong medication to a patient. What is the most ethical response for the nurse to take?,Document the error in the patient’s chart but do not inform the patient to avoid causing distress.,Withholding information from the patient violates the principle of honesty and the patient’s right to be informed about their care.,Immediately report the error to the charge nurse and follow the facility’s protocol for medication errors.,"Correct – The most ethical response to a medication error aligns with the principles of beneficence, nonmaleficence, and honesty, which are foundational to nursing practice.",Blame pharmacy,Avoids accountability.,,,B,"The most ethical response to a medication error aligns with the principles of beneficence, nonmaleficence, and honesty, which are foundational to nursing practice.",,ETH,Ethics,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-73,Best method to evaluate effectiveness of health education?,Providing brochures,Passive; doesn’t confirm learning.,Ask patient to explain or demonstrate,Correct – return demonstration shows understanding.,Allowing questions,Useful but not evaluative.,,,B,Return demonstration proves knowledge/skill transfer.,,PHN,Public/community health,Easy,,GP-F-I3,GP-F-T5
,GP-S5-74,A nurse is caring for a client in an acute care setting. The healthcare provider has written an order for the use of physical restraints. What is the primary purpose of a restraint order in this context?,Discipline the patient,Never acceptable.,To ensure the safety of the client and others by limiting harmful actions,Correct – The primary purpose of a restraint order is to protect the client and others from harm.,To reduce the need for continuous nursing supervision,It does not align with the ethical and legal standards for restraint use.,,,B,"The primary purpose of a restraint order is to protect the client and others from harm by restricting movements that could lead to injury, such as removing medical devices (e.g., IV lines, endotracheal tubes), falling, or engaging in aggressive behavior.",,ETH,Ethics,Hard,,GP-F-I3,GP-F-T5
,GP-S5-75,Which of the following is considered a confirmatory sign of pregnancy?,Amenorrhea,"Presumptive sign, not confirmatory.",Fetal heart tones detected by Doppler,Correct – Confirmatory signs of pregnancy are objective findings that definitively indicate pregnancy.,Nausea and vomiting,Probable but not definitive.,,,B,Confirmatory signs of pregnancy are objective findings that definitively indicate pregnancy.,,MID,Midwifery,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-76,"Nurse forgets to lock brakes on wheelchair, patient falls. Example of:",Negligence,Correct – failure to meet standard safety measures.,Assault,Intentional harm; not applicable.,Malpractice,"Involves professional judgment, not simple omission.",,,A,Not locking brakes is substandard care leading to harm → negligence.,,ETH,Ethics,Easy,,GP-F-I3,GP-F-T5
,GP-S5-77,A nurse is caring for a semi-conscious patient who requires nutritional support. Which of the following is the safest method for providing nutrition to this patient?,Use a straw,Increases aspiration risk.,Nasogastric tube feeding,"Correct – Nasogastric (NG) tube, as it minimizes the risk of aspiration.",Oral feeding with soft foods,Dangerous – high aspiration risk.,,,B,"For a semi-conscious patient, the safest method of providing nutrition is through a nasogastric (NG) tube, as it minimizes the risk of aspiration, which is a significant concern due to impaired swallowing reflexes and decreased level of consciousness.",,FUND,Fundamentals,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-78,A nurse is preparing to insert an indwelling urinary catheter for a female client. Which of the following steps demonstrates the correct technique for cleaning the perineal area prior to catheterization?,"Clean the perineal area from front to back, using a new antiseptic-soaked cotton ball for each stroke.","Correct – to prevent the introduction of bacteria from the anal region into the urethral area, which could lead to a urinary tract infection (UTI)",Clean the perineal area from back to front using a single stroke with an antiseptic-soaked cotton ball.,Introduces bacteria.,Clean the perineal area in a circular motion starting from the outer labia and moving inward toward the urethral meatus.,Unsafe practice.,,,A,"The correct technique for cleaning the female perineum prior to urinary catheterization involves cleaning from front to back, starting at the urethral meatus and moving outward, using a clean antiseptic-soaked cloth for each stroke. This method minimizes the risk of introducing bacteria from the perianal area into the urethral meatus, which could lead to a urinary tract infection (UTI).",,FUND,Fundamentals,Easy,,GP-F-I3,GP-F-T5
,GP-S5-79,Nursing action supporting primary prevention?,Administer insulin,Tertiary prevention – managing existing disease.,Educating on handwashing,Correct – prevents disease onset.,Treating malaria,Secondary/tertiary – disease already present.,,,B,Primary prevention aims to stop disease before it begins.,,PHN,Public/community health,Easy,,GP-F-I3,GP-F-T5
,GP-S5-80,A postoperative patient presents with a blood pressure of 80/50 mmHg and a pulse rate of 120 beats per minute. What is the nurse’s immediate concern?,Pain,Doesn’t explain hypotension + tachycardia.,Hypovolemic shock,Correct – classic signs of volume loss/shock.,Anxiety,Wouldn’t cause hypotension this severe.,,,B,"The patient’s blood pressure of 80/50 mmHg indicates hypotension, and a pulse rate of 120 beats per minute suggests tachycardia. These vital signs are classic indicators of hypovolemic shock, which is a life-threatening condition commonly associated with postoperative complications, such as internal bleeding or fluid loss.",,SURG,Surgery,Hard,,GP-F-I3,GP-F-T5
,GP-S5-81,A patient asks why antibiotics won’t help with their cold. Best response?,“Antibiotics always reduce symptoms.”,Incorrect – colds are viral; antibiotics don’t help.,"“Colds are caused by viruses, and antibiotics treat bacteria.”",Correct – clear distinction between viral vs bacterial.,“Your cold will go away faster with rest and antibiotics.”,Incorrect – antibiotics won’t speed recovery.,,,B,Colds are self-limiting viral illnesses; antibiotics should not be misused.,,PHARM,PHARM,Easy,,GP-F-I3,GP-F-T5
,GP-S5-82,Best method to prevent pressure ulcers in immobile patients?,Daily sponge baths,Helpful for hygiene but not ulcer prevention.,Repositioning every 2 hrs and support surfaces,"Correct – redistributes pressure, protects skin.",Increasing carbohydrate intake,"Nutrition matters, but repositioning is primary.",,,B,Turning schedules + support devices are the cornerstone of pressure ulcer prevention.,,FUND,Fundamentals,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-83,Which approach best demonstrates the principles of palliative care for a client with a terminal illness?,Promising a cure,"False hope, not realistic.",Focusing on pain management and emotional support to improve quality of life .,Correct – focus on quality of life.,Refusing religious discussions,Disregards holistic care.,,,B,"Palliative care is a holistic approach that prioritizes symptom management, comfort, and quality of life for clients with serious or terminal illnesses.",,PALL,PALL,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-84,What does tachypnea mean?,Slow breathing,Incorrect – that’s bradypnea.,Rapid breathing,"Correct – tachy = fast, -pnea = breathing.",Irregular pulse,Unrelated; refers to cardiac rhythm.,,,B,"Tachypnea = increased respiratory rate, often >20 breaths/min in adults.",,FUND,Fundamentals,Easy,,GP-F-I3,GP-F-T5
,GP-S5-85,Most effective way to prevent HIV transmission mother → child?,Encouraging breastfeeding,"Unsafe if no ART, increases risk.",Providing ART during pregnancy,"Correct – reduces viral load, prevents vertical transmission.",Giving multivitamins only,"Supportive, not protective.",,,B,Antiretroviral therapy during pregnancy dramatically lowers MTCT risk.,,PHN,Public/community health,Hard,,GP-F-I3,GP-F-T5
,GP-S5-86,Teaching correct MDI (inhaler) use. Key step?,Inhale before pressing canister,Wrong sequence.,"Shake, exhale, press, then inhale slowly",Correct – ensures deposition in lungs.,Always use without spacer,Not correct; spacers are often recommended.,,,B,Correct sequence ensures drug reaches bronchi; poor technique = wasted dose.,,FUND,Fundamentals,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-87,A nurse is providing education to a patient newly diagnosed with hypertension. Which of the following lifestyle modifications should the nurse recommend to help manage the patient's blood pressure?,Increase consumption of processed foods to ensure adequate sodium intake.,"Processed foods are typically high in sodium, which can increase blood pressure by causing fluid retention and increasing vascular resistance -Incorrect",Engage in aerobic exercise for 30 minutes most days of the week.,"Correct – Regular aerobic exercise, such as brisk walking, cycling, or swimming for at least 30 minutes on most days of the week (approximately 150 minutes per week), is recommended by the American Heart Association (AHA).",Avoid fruits & vegetables,"Harmful, opposite of recommendation.",,,B,"Regular aerobic exercise, such as brisk walking, cycling, or swimming for at least 30 minutes on most days of the week (approximately 150 minutes per week), is recommended by the American Heart Association (AHA) and the American College of Cardiology (ACC) to help lower blood pressure in patients with hypertension.",,MED,Medicine,Easy,,GP-F-I3,GP-F-T5
,GP-S5-88,Matching – Nursing documents & purposes,A. Incident Report → Record unusual events (3),Correct match.,B. MAR → Track daily meds (1),Correct match.,C. Care Plan → Guide care (2),Correct match.,D. Consent Form → Legal procedure agreement (4); E. Transfer Note → Handover (5),Correct matches.,"A-3, B-1, C-2, D-4, E-5",Each document has a distinct legal/clinical purpose.,,FUND,Fundamentals,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-89,Which statement by a patient indicates readiness to quit smoking?,"'I enjoy smoking, and it helps me relax after a long day.''","This statement indicates the patient enjoys smoking and associates it with relaxation, suggesting they are not motivated to quit.","""I’ve been smoking for years, but I’m ready to try quitting for my health.""","Correct – This statement demonstrates readiness to quit, as the patient expresses a desire to try quitting and links it to a health-related motivation, aligning with the contemplation or preparation stage of behavior change. It is clear sign of preparation stage.","“Doctor wants me to stop, not me.”","External pressure, not readiness.",,,B,"Readiness is shown by concrete action steps, not vague intention.",,PHN,Public/community health,Moderate,,GP-F-I3,GP-F-T5
,GP-S5-90,A client receiving warfarin therapy is being educated by the nurse. Which of the following client statements indicates a need for further teaching?,I will be eating large amounts of spinach and kale,"Incorrect – foods high in vitamin K, such as spinach and kale, can interfere with its anticoagulant effect.",“I’ll use a soft toothbrush.”,Correct – prevents gum bleeding.,“I’ll go for regular INR tests.”,Correct – ensures therapeutic range.,,,A,"Warfarin is a vitamin K antagonist, and foods high in vitamin K, such as spinach and kale, can interfere with its anticoagulant effect. – patients need education.",,PHARM,PHARM,Hard,,GP-F-I3,GP-F-T5
,GP-S5-91,Which of the following actions is the nurse’s primary legal responsibility before a client undergoes surgery?,Obtain an informed consent from the patient,Informed consent is obtained by the surgeon resposible for the surgery.,Verify that the client’s informed consent form is signed and witnessed.,"Correct – Verifying that the informed consent form is signed and witnessed is the nurse’s primary legal responsibility before surgery. Informed consent is a legal requirement that ensures the client understands the procedure, its risks, benefits, and alternatives, and voluntarily agrees to it.",Ensure the client receives preoperative medication as ordered.,"Administering preoperative medications as prescribed is an important nursing responsibility.However, this is primarily a clinical responsibility rather than the primary legal responsibility.",,,B,"Verifying that the informed consent form is signed and witnessed is the nurse’s primary legal responsibility before surgery. Informed consent is a legal requirement that ensures the client understands the procedure, its risks, benefits, and alternatives, and voluntarily agrees to it.",,SURG,Surgery,Moderate,,GP-F-I3,GP-F-T5
